Words,Language
malthinattu,Tulu
Overall,English
comedy,English
ta,Tulu
mittu,Tulu
teerpu,Tulu
korodittundu,Tulu
.,sym
Pilibailda,Location
yamunakka,Name
tulu,Name
movie,English
padle,Tulu
please,English
.,sym
Sir,English
full,English
movie,English
padlae,Tulu
.,sym
Ayena,Tulu
pukuli,Tulu
volpa,Tulu
Maya,Kannada
athnd,Tulu
marre,Tulu
.,sym
Nikleg,Tulu
dever,Tulu
edde,Tulu
mnpad,Tulu
Old,English
memoriesn,Mixed
kanthar,Tulu
pira,Tulu
.,sym
Cute,English
appe,Tulu
love,English
u,English
.,sym
masth,Tulu
supar,English
aathumD,Tulu
.,sym
kannada,Name
dali,Kannada
videona,Mixed
madi,Kannada
.,sym
Pictureda,Mixed
movie,English
padla,Tulu
.,sym
Full,English
movie,English
padle,Tulu
Yenklena,Tulu
ellal,Tulu
Dish,English
tv,English
eppuni,Tulu
Gamjaal,Tulu
Yencha,Tulu
thupini,Tulu
.,sym
Undhu,Tulu
nijavaina,Tulu
bakthi,Kannada
atthu,Tulu
Please,English
delete,English
malpule,Tulu
.,sym
Tvdu,Mixed
indu,Tulu
barpunda,Tulu
Ethu,Tulu
gantegu,Tulu
panle,Tulu
sir,English
.,sym
bari,Tulu
ede,Tulu
andu,Tulu
.,sym
yeth,Tulu
thaati,Tulu
bottodu,Tulu
yeth,Tulu
pugarodu,Tulu
pandh,Tulu
gotthavandh,Tulu
nikalna,Tulu
actgu,Mixed
lovely,English
performence,English
.,sym
Yank,Tulu
telt,Tulu
telt,Tulu
banji,Tulu
bene,Tulu
avondundu,Tulu
.,sym
Very,English
good,English
daita,Tulu
camidi,Tulu
.,sym
Non,English
stop,English
nerade,Tulu
ayitala,Tulu
barjari,Kannada
comedy,English
serious,English
dd,Tulu
comedy,English
super,English
ittund,Tulu
.,sym
Undu,Tulu
serial,English
Tv,English
da,Tulu
time,English
.,sym
aahaa,Other
kathi,Other
sunn,Other
man,Other
laagne,Other
gith,Other
൤araamroo,Other
chh,Other
.,sym
daaju,Name
bhaaee,Other
koo,Other
gith,Other
daami,Other
daami,Other
.,sym
Undu,Tulu
movien,Mixed
yan,Tulu
moojine,Tulu
sala,Tulu
thoovondulle,Tulu
.,sym
dayedid,Tulu
iambbena,Tulu
pukuli,Tulu
thikkinakulu,Tulu
aayinaath,Tulu
begaD,Tulu
koroDu,Tulu
pamDad,Tulu
vinamthi,Kannada
justice,English
for,English
pukuli,Tulu
.,sym
A,Tulu
baredh,Tulu
a,Tulu
baredh,Tulu
Dada,Tulu
andya,Tulu
.,sym
Song,English
du,Tulu
jasti,Tulu
Pukuli,Tulu
fans,English
comments,English
yedde,Tulu
undu,Tulu
.,sym
Dala,Tulu
yedde,Tulu
athiji,Tulu
anna,Kannada
.,sym
Full,English
nataka,Kannada
padle,Tulu
plzzzz,English
.,sym
Kapikadren,Tulu
copy,English
manpunala,Tulu
onji,Tulu
talente,Tulu
.,sym
Nai,Tulu
burunda,Tulu
Lol,English
.,sym
Super,English
umesh,Name
anna,Kannada
.,sym
Mast,Tulu
dinodd,Tulu
bakka,Tulu
porlda,Tulu
film,English
tuyare,Tulu
tiknd,Tulu
.,sym
Bobay,Location
ka,Other
public,English
ko,Other
chutiya,Other
manay,Other
valay,Other
apnay,Other
he,Other
gav,Other
valay,Other
.,sym
yenk,Tulu
hero,English
masth,Tulu
ista,Tulu
athnd,Tulu
.,sym
Pura,Tulu
ok,English
but,English
aye,Tulu
katappa,Name
pannpunayena,Tulu
edde,Tulu
apujji,Tulu
ayina,Tulu
musuntu,Tulu
tunda,Tulu
telipere,Tulu
barpujji,Tulu
.,sym
d,English
song,English
ovu,Tulu
.,sym
Extra,English
pukuli,Tulu
ethenakulu,Tulu
Ayeg,Tulu
korle,Tulu
Plz,English
.,sym
Already,English
release,English
agide,Kannada
mathe,Kannada
yake,Kannada
trailer,English
.,sym
Entha,Kannada
comedy,English
marre,Tulu
.,sym
Enchi,Tulu
karmada,Kannada
comedy,English
double,English
meaning,English
malpande,Tulu
teliparegu,Tulu
aapuja,Tulu
.,sym
mella,Tulu
paatherya,Tulu
naayi,Kannada
.,sym
pudar,Tulu
daane,Tulu
change,English
malthini,Tulu
natakada,Kannada
.,sym
Pukuli,Tulu
da,Tulu
badal,Tulu
.,sym
Ganeshanna,Name
na,Kannada
nimisha,Name
aalena,Tulu
minsha,Kannada
.,sym
with,English
video,English
padle,Tulu
.,sym
Full,English
videon,Mixed
padle,Tulu
.,sym
Very,English
nice,English
appe,Tulu
Innu,Kannada
videos,English
madi,Kannada
Abba,Tulu
javanerunu,Tulu
meerisayaru,Tulu
ajji,Kannada
.,sym
Matheregla,Tulu
udal,Tulu
dinji,Tulu
solmelu,Tulu
.,sym
Punk,Tulu
da,Tulu
song,English
.,sym
Che,Tulu
Bangady,Tulu
sir,English
ijjeraa,Tulu
.,sym
Mnju,Name
bakvas,Other
akting,English
.,sym
Dada,Tulu
mare,Tulu
bloopers,English
masth,Tulu
bodu,Tulu
.,sym
Surendra,Name
kumar,Kannada
kalatrapade,Tulu
jaiii,Name
.,sym
Walter,Name
sir,English
avru,Tulu
programmennu,Mixed
nadasi,Kannada
koduva,Kannada
reethi,Kannada
super,English
.,sym
Papa,Tulu
mare,Tulu
nikul,Tulu
matha,Tulu
mul,Tulu
teltond,Tulu
ullar,Tulu
aina,Tulu
pukuli,Tulu
da,Tulu
kasta,Kannada
aige,Tulu
gothu,Tulu
.,sym
Tulu,Name
insult,English
malpu,Tulu
na,Tulu
comedy,English
.,sym
ir,Tulu
daane,Tulu
mulu,Tulu
.,sym
Minsha,Kannada
Now,English
I,English
m,English
not,English
Akk,Kannada
ir,Tulu
vathe,Tulu
vovar,English
ackting,English
kammi,Tulu
malpule,Tulu
avvve,Tulu
errrr,Tulu
okkkkkk,English
.,sym
Please,English
do,English
this,English
as,English
a,English
movie,English
swami,Name
guliga,Name
rakshane,Tulu
korle,Tulu
.,sym
Superye,Mixed
manasg,Tulu
ontara,Kannada
kushi,Kannada
korpina,Tulu
tulu,Name
filmda,Mixed
comedy,English
actorsnakl,Mixed
super,English
love,English
u,English
.,sym
Super,English
acting,English
Ravi,Name
anna,Kannada
.,sym
suppar,English
ye,Tulu
.,sym
Comedy,English
edde,Tulu
athnd,Tulu
anda,Tulu
lastg,Mixed
korna,Tulu
messagelu,Mixed
mathra,Tulu
bucketd,Mixed
athnd,Tulu
.,sym
enna,Tulu
estada,Tulu
song,English
.,sym
puththuru,Location
da,Tulu
muththu,Kannada
.,sym
Super,English
inchane,Tulu
nanala,Tulu
manpule,Tulu
.,sym
Full,English
movie,English
padle,Tulu
plzz,English
.,sym
Padil,Location
kapikadna,Location
ottige,Tulu
uppungada,Tulu
natakada,Kannada
audio,English
pura,Tulu
budleye,Tulu
.,sym
Pukuli,Tulu
maya,Kannada
aand,Tulu
pottel,Tulu
unda,Tulu
.,sym
Ongune,Tulu
panda,Tulu
daada,Tulu
.,sym
Full,English
movie,English
apload,English
madi,Kannada
.,sym
Bete,Tulu
la,Tulu
movie,English
padle,Tulu
tulu,Name
tu,Tulu
nanala,Tulu
barandina,Tulu
mivies,English
unnf,Tulu
.,sym
ayayayyo,Kannada
ayyo,Kannada
raama,Name
.,sym
Super,English
song,English
jai,Name
tulu,Name
nadu,Name
.,sym
Aanda,Tulu
ora,Tulu
Megdi,Tulu
Palaye,Tulu
roll,English
.,sym
Bega,Tulu
nd,Tulu
part,English
padle,Tulu
.,sym
Paapa,Tulu
ayena,Tulu
pukuli,Tulu
yer,Tulu
kandini,Tulu
marre,Tulu
.,sym
Va,Tulu
marlye,Tulu
sunilanna,Name
super,English
comedyye,Mixed
.,sym
yedde,Tulu
thakathda,Tulu
jana,Kannada
.,sym
ha,Tulu
ha,Tulu
wa,Tulu
purusottu,Tulu
wa,Tulu
purusottu,Tulu
.,sym
Like,English
comment,English
viewsg,Mixed
daivan,Tulu
galasve,Tulu
atha,Tulu
.,sym
Tulunada,Location
Ratnolu,Tulu
namma,Tulu
.,sym
Super,English
good,English
punches,English
.,sym
Undu,Tulu
baletelepale,Tulu
Super,English
.,sym
Er,Tulu
daye,Tulu
ouvar,English
acting,English
malpuva,Tulu
.,sym
Makeup,English
super,English
bojraj,Name
sirna,Mixed
er,Tulu
maldini,Tulu
good,English
work,English
.,sym
erandla,Tulu
ori,Tulu
subscribe,English
malpi,Tulu
plse,English
.,sym
Aayana,Tulu
pukulin,Tulu
onji,Tulu
naard,Tulu
korle,Tulu
maare,Tulu
.,sym
Swami,Kannada
koragajja,Name
kaapule,Tulu
.,sym
Oith,Tulu
paterodu,Tulu
ijjinda,Tulu
namane,Tulu
adi,Tulu
mel,Tulu
aapa,Tulu
.,sym
bhaari,Kannada
eDDe,Tulu
ithmD,Tulu
kaamiDi,English
.,sym
Past,English
salam,Other
sama,Tulu
madakuru,Other
.,sym
Appe,Tulu
teacher,English
film,English
dayeg,Tulu
delt,English
manthar,Tulu
plz,English
upold,English
manpule,Tulu
.,sym
Undu,Tulu
full,English
vidio,English
atte,Tulu
bro,English
.,sym
Dislike,English
mandinakal,Tulu
ghattadakl,Tulu
thojod,Tulu
.,sym
Deepak,Name
rai,Name
ajji,Kannada
porlu,Tulu
thojuver,Tulu
.,sym
Undhu,Tulu
nataka,Kannada
da,Tulu
videos,English
ejje,Tulu
sir,English
.,sym
Same,English
inchane,Tulu
jothishyerunakulu,Tulu
manpun,Tulu
They,English
are,English
legends,English
.,sym
Banji,Tulu
halanda,Tulu
daining,English
tableda,Mixed
mithe,Tulu
pachak,Tulu
neer,Tulu
neere,Tulu
.,sym
Inda,Tulu
marle,Tulu
Atth,Tulu
Parle,Tulu
.,sym
Masth,Tulu
kushi,Kannada
apuna,Tulu
niklen,Tulu
lungi,Tulu
du,Tulu
thunaga,Tulu
uruda,Tulu
style,English
.,sym
super,English
comedy,English
marre,Tulu
.,sym
Hmmm,English
nanala,Tulu
sumaar,Tulu
picture,English
Baki,Tulu
undu,Tulu
barere,Tulu
.,sym
Undhu,Tulu
Pura,Tulu
family,English
kulludhu,Tulu
thupina,Tulu
comedyya,Mixed
thulukk,Tulu
aynave,Tulu
ayna,Tulu
samskaara,Kannada
undu,Tulu
aven,Tulu
oripere,Tulu
karlpule,Tulu
.,sym
baari,Tulu
edde,Tulu
undu,Tulu
full,English
of,English
jokes,English
hahahahahahahaha,English
.,sym
Anchor,English
chooru,Tulu
sari,Tulu
patherle,Tulu
nanori,Tulu
uller,Tulu
atha,Tulu
meese,Tulu
ijjandinar,Tulu
normal,English
thulu,Name
patherver,Tulu
ethu,Tulu
soku,Tulu
apundu,Tulu
kenare,Tulu
.,sym
Excellent,English
dhamanne,Name
yapala,Tulu
super,English
ade,Tulu
panperù,Tulu
.,sym
Thelth,Tulu
thelth,Tulu
banji,Tulu
bene,Tulu
and,English
.,sym
Namma,Kannada
thulu,Name
pada,Tulu
.,sym
supr,English
atnd,Tulu
sanchike,Kannada
du,Tulu
matra,Kannada
supr,English
.,sym
Yenchi,Tulu
padaye,Tulu
gopalanna,Tulu
.,sym
Anchorna,Mixed
placed,Mixed
Bojaraju,Name
vamanjur,Location
Ithithinda,Tulu
nanala,Tulu
must,English
Ithind,Tulu
.,sym
Embena,Tulu
pukuli,Tulu
nayi,Kannada
kontudand,Tulu
.,sym
baari,Tulu
porluda,Tulu
kathhe,Kannada
.,sym
muvi,English
pamDa,Tulu
iamcha,Tulu
uppoDu,Tulu
selyuT,English
nikaleg,Tulu
.,sym
Superathend,Mixed
Bhagavathike,Tulu
comedy,English
super,English
mayur,Name
naik,Name
maddale,Tulu
vadana,Tulu
super,English
.,sym
Anil,Name
na,Tulu
devdas,Name
kapikad,Location
na,Tulu
voice,English
lekane,Tulu
undu,Tulu
.,sym
Matherna,Tulu
acting,English
yedde,Tulu
aathnd,Tulu
.,sym
Sandy,Name
Ramesh,Name
jodi,Kannada
super,English
.,sym
Kati,Other
mitho,Other
voice,English
meksam,Name
brother,English
ko,Other
love,English
u,English
.,sym
Kusal,Tulu
da,Tulu
ottugu,Tulu
baari,Tulu
edde,Tulu
kebi,Tulu
paatera,Tulu
korthar,Tulu
Porlathnd,Tulu
.,sym
Enchina,Tulu
karyakramad,Kannada
dayeg,Tulu
rajakeeya,Kannada
kanapar,Tulu
Modi,Name
n,Tulu
dayeg,Tulu
kanathar,Tulu
Nikulena,Tulu
program,English
thoopina,Tulu
Nana,Tulu
stopaand,Mixed
.,sym
Awesome,English
Masth,Tulu
Prathibhavanthe,Tulu
yeklena,Tulu
Tulu,Name
nadada,Name
Magal,Tulu
Rakshitha,Name
Super,English
acting,English
.,sym
Super,English
matha,Tulu
kalbimanag,Tulu
solmelu,Tulu
.,sym
Supparb,English
Sandeep,Name
anna,Kannada
mast,Tulu
kushiyand,Tulu
.,sym
C,Name
K,Name
aisaabas,English
sTaarT,English
malpule,Tulu
.,sym
Aayana,Tulu
maayaa,Kannada
aathna,Tulu
nad,Tulu
d,Tulu
korle,Tulu
maare,Tulu
.,sym
Dislike,English
malthinakulu,Tulu
rakkaser,Tulu
.,sym
vaa,Tulu
puki,Tulu
mare,Tulu
thuvara,Tulu
avodijjand,Tulu
yuTyubDe,Mixed
.,sym
nares,Name
daai,Other
meksam,Other
daaikoo,Other
pukulee,Tulu
maayaaഁ,Tulu
sabaile,Other
seyar,Other
garnuhoolaa,Other
.,sym
Naagawallig,Name
Other,Tulu
baase,Kannada
Banda,Other
.,sym
Pinto,Name
Rodrigues,Name
na,Tulu
mage,Tulu
.,sym
Aseemanda,Kannada
ayere,Tulu
ballia,Tulu
.,sym
My,English
favourite,English
kaapikaaD,Location
saar,English
.,sym
Tuluthagulu,Tulu
like,English
manpi,Tulu
.,sym
Dada,Tulu
karma,Kannada
marre,Tulu
.,sym
Yenchi,Tulu
song,English
marre,Tulu
.,sym
dinesh,Name
aNNana,Tulu
kaamiDi,English
supar,English
baari,Tulu
porlu,Tulu
aathumDu,Tulu
.,sym
Nad,Tulu
korle,Tulu
marre,Tulu
yerla,Tulu
tingol,Tulu
avond,Tulu
battund,Tulu
maya,Kannada
aaad,Tulu
.,sym
shoku,Tulu
undu,Tulu
aanda,Tulu
nanala,Tulu
punches,English
bodu,Tulu
.,sym
Kapiladna,Tulu
orginal,English
voice,English
super,English
undu,Tulu
.,sym
Negadi,Kannada
Negadi,Kannada
sakaytu,Kannada
sir,English
perfect,English
script,English
.,sym
Yan,Tulu
masth,Tulu
telithna,Tulu
comedy,English
undhe,Tulu
.,sym
Bale,Tulu
thelipale,Tulu
super,English
program,English
.,sym
Dada,Tulu
marre,Tulu
pukuli,Tulu
yedde,Tulu
famous,English
apundand,Tulu
pukuligla,Tulu
onji,Tulu
kala,Kannada
bathend,Tulu
.,sym
ponnu,Tulu
olthal,Tulu
mare,Tulu
Tamil,Name
daala,Tulu
mini,Tulu
.,sym
Yenchina,Tulu
comedy,English
mareyere,Tulu
.,sym
Waaaa,Tulu
waaaa,Tulu
boldu,Tulu
kuntuda,Tulu
guttu,Tulu
rattaand,Tulu
.,sym
Devadas,Name
kapikad,Location
sir,English
.,sym
Thulu,Name
nada,Kannada
bolli,Tulu
.,sym
ancer,English
bore,English
and,English
shayu,Name
baki,Tulu
daklu,Tulu
super,English
.,sym
Super,English
acting,English
sandip,Name
anna,Kannada
.,sym
Bere,Kannada
content,English
sigalva,Kannada
nimge,Kannada
Tuooo,Kannada
baddetava,Kannada
.,sym
samaajakke,Kannada
oLLe,Kannada
samdesha,Kannada
koDi,Kannada
.,sym
Super,English
concept,English
swami,Kannada
ajja,Kannada
nambunade,Tulu
embu,Tulu
koripinar,Tulu
.,sym
Ath,Tulu
malla,Tulu
baleg,Tulu
meese,Tulu
badind,Tulu
.,sym
Ichane,Tulu
vidio,English
padly,Tulu
yedde,Tulu
apundu,Tulu
.,sym
Full,English
nataka,Kannada
olu,Tulu
thikkundu,Tulu
.,sym
Prashama,Name
team,English
aita,Tulu
pudar,Tulu
da,Tulu
lakane,Tulu
poorerla,Tulu
aven,Tulu
pugaruneyaan,Tulu
e,Tulu
team,English
da,Tulu
onji,Tulu
malla,Tulu
abhimani,Kannada
.,sym
Ammer,Tulu
police,Tulu
movie,English
upload,English
manpule,Tulu
bro,English
please,English
.,sym
Vamanjoor,Location
da,Tulu
auntyna,Mixed
expression,English
super,English
aantend,Tulu
.,sym
Ranjith,Name
Anna,Kannada
super,English
ye,Tulu
.,sym
Siddhu,Name
charactern,Mixed
manpinar,Tulu
yenk,Tulu
masth,Tulu
ishta,Kannada
apnd,Tulu
arna,Tulu
nija,Tulu
pudar,Tulu
dada,Tulu
yeregla,Tulu
gottithnda,Tulu
panle,Tulu
.,sym
avu,Tulu
dane,Tulu
full,English
movie,English
upload,English
mulpule,Tulu
.,sym
Comedy,English
barri,Tulu
Kushhi,Kannada
kushhi,Kannada
Aapundu,Tulu
supppper,English
.,sym
Tulu,Name
movie,English
supper,English
barondu,Tulu
undu,Tulu
Tnk,English
u,English
Tulu,Name
industry,English
.,sym
Hahahaha,English
ajjamma,Tulu
very,English
adorable,English
.,sym
bari,Tulu
supr,English
soku,Tulu
atnd,Tulu
supr,English
maltudr,Tulu
matrla,Tulu
mst,Tulu
kusi,Kannada
and,English
Climax,English
.,sym
Concept,English
onji,Tulu
undu,Tulu
mamdaraa,Tulu
sir,English
contectn,Mixed
malpule,Tulu
.,sym
Bari,Tulu
porlu,Tulu
athnd,Tulu
matha,Tulu
padha,Tulu
songs,English
.,sym
Pradeep,Name
top,English
ya,Tulu
.,sym
Kannada,Name
movidayan,Mixed
tulu,Name
movig,Mixed
dai,Tulu
.,sym
Ammer,Tulu
policeaa,Tulu
yedde,Tulu
picture,English
different,English
Concept,English
by,English
Suraj,Name
Shetty,Name
.,sym
I,English
Love,English
Tulu,Name
Bhashe,Kannada
.,sym
Ninna,Tulu
ajji,Tulu
Pukuli,Tulu
maaya,Tulu
.,sym
Actually,English
yaan,Tulu
ubar,Tulu
d,Tulu
ill,Tulu
.,sym
Full,English
movie,English
padle,Tulu
plz,English
.,sym
bakwaas,Other
comedy,English
yenchi,Tulu
savoda,Tulu
acting,English
.,sym
Superb,English
yedde,Tulu
message,English
korthar,Tulu
Thank,English
you,English
so,English
much,English
daiziworld,English
.,sym
Akka,Kannada
au,Tulu
minisha,Kannada
ath,Tulu
nimisha,Kannada
.,sym
Banjara,Tulu
telta,Tulu
layk,Tulu
dale,Tulu
.,sym
Bhai,Other
next,English
levelnalli,Mixed
nivu,Kannada
.,sym
Masth,Tulu
over,English
aand,Tulu
.,sym
Bka,Tulu
enchi,Tulu
savu,Tulu
ayaaaana,Tulu
pukuliiii,Tulu
.,sym
kaapikaaD,Location
sirna,Mixed
posa,Tulu
naaTaka,Kannada
paaDle,Tulu
.,sym
Rammy,Name
adabedi,Kannada
yarunu,Kannada
salagara,Kannada
agthira,Kannada
.,sym
Anna,Kannada
nataka,Kannada
barethinarena,Tulu
pudhar,Tulu
padle,Tulu
.,sym
Bahubalin,Mixed
kerd,Tulu
party,English
malpuna,Tulu
.,sym
full,English
movien,Mixed
apload,English
malpule,Tulu
.,sym
edde,Tulu
undu,Tulu
kushi,Kannada
aand,Tulu
.,sym
Thokkottu,Location
du,Tulu
ere,Tulu
pathunna,Tulu
.,sym
ajji,Kannada
I,English
love,English
u,English
.,sym
Nana,Tulu
dada,Tulu
maatha,Tulu
malpuvana,Tulu
E,Tulu
Devere,Tulu
kaapodu,Tulu
ninan,Tulu
Yedde,Tulu
contentsg,Mixed
use,English
malpu,Tulu
ninna,Tulu
manden,Tulu
.,sym
Yebena,Tulu
pukkuli,Tulu
yepa,Tulu
thiku,Tulu
.,sym
Manu,Name
anna,Kannada
super,English
.,sym
ne,Tulu
sala,Tulu
thupuni,Tulu
.,sym
Nice,English
mast,Tulu
yedde,Tulu
athnd,Tulu
.,sym
Next,English
show,English
kamlada,Tulu
kale,Tulu
ta,Tulu
bagge,Tulu
ippad,Tulu
.,sym
baari,Kannada
oLLe,Kannada
kaamiDi,English
.,sym
full,English
movie,English
padule,Tulu
please,English
please,English
.,sym
dhanyavaadalu,Tulu
aNNere,Tulu
baakida,Tulu
episoD,English
ijje,Tulu
.,sym
girgiT,Tulu
bukkaa,Tulu
ekre,Tulu
muvi,English
erer,Tulu
thuyaar,Tulu
.,sym
Anchor,English
dala,Tulu
prayojana,Kannada
ijji,Tulu
.,sym
New,English
episode,English
release,English
manpule,Tulu
.,sym
Bari,Tulu
shok,Tulu
da,Tulu
movie,English
Different,English
ad,Tulu
try,English
maldar,Tulu
all,English
the,English
best,English
.,sym
best,English
movies,English
tulunad,Name
thaa,Tulu
sprb,English
.,sym
Super,English
yae,Tulu
super,English
.,sym
Comedy,English
olundu,Tulu
ye,Tulu
undett,Tulu
.,sym
Bari,Tulu
shok,Tulu
athand,Tulu
.,sym
Nishan,Name
bokka,Tulu
varun,Name
anna,Kannada
super,English
song,English
.,sym
Super,English
next,English
video,English
madi,Kannada
.,sym
sudar,Name
bangadi,Name
super,English
.,sym
ee,Tulu
hero,English
na,Kannada
thudu,Tulu
thudu,Tulu
bodidh,Tulu
pondu,Tulu
bethe,Tulu
hero,English
malpule,Tulu
shaav,Tulu
.,sym
Yan,Tulu
onji,Tulu
bolara,Location
devasthan,Tulu
malpododa,Tulu
ulele,Tulu
.,sym
Pilibaila,Location
yamunaka,Name
film,English
send,English
plzz,English
.,sym
plz,English
yesa,Tulu
movie,English
upload,English
malpule,Tulu
.,sym
Thulunada,Name
bollilu,Tulu
onje,Tulu
stagedu,Mixed
.,sym
No,English
comments,English
very,English
good,English
story,English
Everything,English
is,English
unmarkable,English
thanks,English
to,English
all,English
artist,English
.,sym
Yaaan,Tulu
saithe,Tulu
Maree,Tulu
banji,Tulu
bene,Tulu
avondunduuuu,Tulu
.,sym
V,English
stream,English
app,English
oit,Tulu
undu,Tulu
sr,English
.,sym
Already,English
bathede,Tulu
e,Tulu
comedy,English
but,English
ok,English
.,sym
Full,English
web,English
series,English
youtube,English
d,Tulu
yepa,Tulu
release,English
aayere,Tulu
pls,English
panle,Tulu
.,sym
Wroste,English
namana,Kannada
yakshagana,Kannada
.,sym
enna,Tulu
phevareT,English
Tim,English
kuDla,Location
kusal,Tulu
.,sym
bari,Tulu
shoka,Tulu
athanda,Tulu
Keep,English
it,English
up,English
.,sym
Anna,Kannada
next,English
part,English
.,sym
Undet,Tulu
comedy,English
olundu,Tulu
.,sym
super,English
comedy,English
bro,English
supr,English
athindh,Tulu
.,sym
Arjun,Name
looks,English
very,English
smart,English
telugu,Name
fieldge,Mixed
hodre,Kannada
olle,Kannada
future,English
ide,Kannada
swalpa,Kannada
prabhaas,Name
thara,Kannada
idaare,Kannada
.,sym
Saav,Tulu
the,English
bgmye,Mixed
.,sym
anchor,English
onji,Tulu
change,English
malple,Tulu
anna,Kannada
.,sym
Full,English
movie,English
padle,Tulu
marre,Tulu
.,sym
kaapikaaD,Location
vaamamjur,Location
joDida,Kannada
naaTaka,Kannada
supar,English
.,sym
Best,English
ever,English
tulu,Name
comedy,English
dada,Tulu
Tulut,Tulu
best,English
yepagla,Tulu
Prashamsadaklena,Tulu
maatra,Tulu
.,sym
sumdara,Name
bamgaaDi,Name
erna,Tulu
big,English
fan,English
suprundu,Mixed
comdy,English
sir,English
supr,English
.,sym
tuluver,Tulu
comedy,English
kinglu,Mixed
.,sym
samgitha,Kannada
supar,English
guru,Name
aNNaa,Kannada
.,sym
Thanks,English
ench,Tulu
ina,Tulu
Namath,Tulu
movelu,Mixed
barad,Tulu
rathu,Tulu
.,sym
Wow,English
mamma,Kannada
kudlada,Location
hero,English
.,sym
Ath,Tulu
Pukuli,Tulu
panda,Tulu
dada,Tulu
maraya,Tulu
ayena,Tulu
bhashed,Tulu
.,sym
Anchor,English
pateruna,Tulu
masth,Tulu
jasthi,Kannada
apundu,Tulu
marre,Tulu
.,sym
Kathe,Tulu
Nana,Tulu
Bareodu,Tulu
Part,English
Tulu,Name
Comedy,English
Nataka,Kannada
.,sym
I,English
miss,English
my,English
dodda,Tulu
.,sym
Akka,Kannada
nataka,Kannada
audion,Mixed
plz,English
.,sym
Yarappa,Kannada
bro,English
maneli,Kannada
bekku,Kannada
bittiddu,Kannada
.,sym
Supper,English
ArunernaTeam,English
daklena,Tulu
Six,English
hakere,Tulu
ireerd,Tulu
kalpodu,Tulu
.,sym
Edi,Tulu
dina,Tulu
patonande,Tulu
Pro,English
toopunencha,Tulu
.,sym
Bari,Tulu
porluda,Tulu
video,English
.,sym
masth,Tulu
yedde,Tulu
athndye,Tulu
.,sym
Karmada,Name
accting,Tulu
mana,Kannada
maryade,Kannada
ejjinda,Tulu
pura,Tulu
apunde,Tulu
Kir,Tulu
kiri,Kannada
undu,Tulu
comedy,English
atthu,Tulu
tuuuuuu,Tulu
.,sym
Materna,Tulu
mokegu,Tulu
sharanu,Kannada
sharanaarthi,Kannada
namana,Tulu
mittuda,Tulu
moke,Tulu
inchene,Tulu
uppadu,Tulu
.,sym
Halkat,Tulu
hajame,Tulu
modina,Tulu
punk,Tulu
geesere,Tulu
fit,English
kalve,Tulu
vijaye,Tulu
.,sym
en,Kannada
kvaaliTi,English
neksT,English
leveldhu,Mixed
.,sym
Heavy,English
heavy,English
enchina,Tulu
avasthe,Tulu
marreyy,Tulu
.,sym
Aite,Tulu
last,English
d,Tulu
barpuna,Tulu
ov,Tulu
song,English
.,sym
Daayena,Tulu
eath,Tulu
laik,Tulu
da,Tulu
filmn,Mixed
la,Tulu
unlike,English
manpvar,Tulu
.,sym
Namma,Kannada
nammane,Tulu
deppuni,Tulu
.,sym
raghuraam,Name
sheTTi,Name
beLthamgaDi,Location
merena,Tulu
viDiyo,English
paaDle,Tulu
namma,Kannada
kalaavider,Tulu
bedra,Location
Tim,English
da,Tulu
.,sym
kannaDadalli,Kannada
maathanaaDidare,Kannada
goththaaguththe,Kannada
namage,Kannada
thuLu,Name
goththaaguvudilla,Kannada
aaddarimda,Kannada
kannaDadalli,Kannada
prograam,English
maaDi,Kannada
.,sym
puttanna,Name
policena,Mixed
banji,Tulu
toonda,Tulu
kalla,Tulu
batti,Tulu
gangara,Tulu
canda,Mixed
lekka,Tulu
undu,Tulu
.,sym
Ohhh,English
pukuli,Tulu
nadle,Tulu
.,sym
naayi,Kannada
ninna,Kannada
pudar,Tulu
daadambe,Tulu
.,sym
Super,English
thulu,Name
movies,English
laik,Tulu
undu,Tulu
thanksye,Mixed
Edde,Tulu
film,English
barondundu,Tulu
.,sym
Very,English
good,English
comedy,English
its,English
look,English
kapuda,Location
lighthouseda,Mixed
baari,Tulu
shokuda,Tulu
comedy,English
.,sym
va,Tulu
namune,Tulu
pukuli,Tulu
marre,Tulu
embe,Tulu
g,Tulu
goth,Tulu
ijande,Tulu
maya,Kannada
ge,Tulu
Next,English
song,English
d,Tulu
dada,Tulu
maya,Kannada
apunda,Tulu
.,sym
iamchina,Tulu
comedy,English
shows,English
baromde,Tulu
ippa,Tulu
D,Tulu
sannelu,Tulu
.,sym
votedu,Mixed
ha,English
ha,English
.,sym
Other,Name
movie,English
dabbe,Tulu
.,sym
Full,English
film,English
hakidree,Kannada
olledu,Kannada
kanutte,Kannada
plsss,English
.,sym
Gammat,Tulu
undu,Tulu
ajji,Kannada
na,Tulu
.,sym
Channagi,Kannada
ide,Kannada
comedy,English
thumba,Kannada
channagi,Kannada
ide,Kannada
.,sym
double,English
meaning,English
ithnd,Tulu
.,sym
Masth,Tulu
shoku,Tulu
aathnd,Tulu
.,sym
Full,English
nataka,Kannada
padle,Tulu
.,sym
suuuuuper,English
bale,Tulu
telipuga,Tulu
.,sym
Doddawarige,Kannada
tamashe,Kannada
madbedi,Kannada
please,English
.,sym
Tulunad,Location
people,English
s,English
